family,representative,sample,file_count,latest_mtime,sample_size_bytes,error_hit_count_in_tail
slurm-userlm-medium-02-phi3-mini-85aafd-c01of04.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c01of04-1761715_20.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c01of04.out,21,1783679024,98,0
slurm-userlm-medium-02-phi3-mini-85aafd-c01of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c01of12-1765191_5.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c01of12.err,6,1783861637,877,2
slurm-userlm-medium-02-phi3-mini-85aafd-c01of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c01of12-1765191_5.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c01of12.out,6,1783861669,2776,0
slurm-userlm-medium-02-phi3-mini-85aafd-c02of04.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c02of04-1761716_41.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c02of04.err,21,1783679597,170,1
slurm-userlm-medium-02-phi3-mini-85aafd-c02of04.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c02of04-1761716_41.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c02of04.out,21,1783679596,98,0
slurm-userlm-medium-02-phi3-mini-85aafd-c02of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c02of12-1765192_11.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c02of12.err,6,1783861635,875,2
slurm-userlm-medium-02-phi3-mini-85aafd-c02of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c02of12-1765192_11.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c02of12.out,6,1783861634,2778,0
slurm-userlm-medium-02-phi3-mini-85aafd-c03of04.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c03of04-1761717_61.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c03of04.err,21,1783679597,170,1
slurm-userlm-medium-02-phi3-mini-85aafd-c03of04.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c03of04-1761717_62.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c03of04.out,21,1783679626,98,0
slurm-userlm-medium-02-phi3-mini-85aafd-c03of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c03of12-1765193_17.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c03of12.err,6,1783861914,876,2
slurm-userlm-medium-02-phi3-mini-85aafd-c03of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c03of12-1765193_17.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c03of12.out,6,1783861912,2778,0
slurm-userlm-medium-02-phi3-mini-85aafd-c04of04.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c04of04-1761718_83.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c04of04.err,21,1783679658,170,1
slurm-userlm-medium-02-phi3-mini-85aafd-c04of04.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c04of04-1761718_82.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c04of04.out,21,1783679626,98,0
slurm-userlm-medium-02-phi3-mini-85aafd-c04of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c04of12-1765194_23.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c04of12.err,6,1783862221,876,2
slurm-userlm-medium-02-phi3-mini-85aafd-c04of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c04of12-1765194_23.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c04of12.out,6,1783862187,2823,0
slurm-userlm-medium-02-phi3-mini-85aafd-c05of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c05of12-1765195_29.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c05of12.err,6,1783862219,880,2
slurm-userlm-medium-02-phi3-mini-85aafd-c05of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c05of12-1765195_29.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c05of12.out,6,1783862218,2778,0
slurm-userlm-medium-02-phi3-mini-85aafd-c06of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c06of12-1765196_35.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c06of12.err,6,1783862455,880,2
slurm-userlm-medium-02-phi3-mini-85aafd-c06of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c06of12-1765196_35.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c06of12.out,6,1783862488,2823,0
slurm-userlm-medium-02-phi3-mini-85aafd-c07of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c07of12-1765197_41.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c07of12.err,6,1783862733,879,2
slurm-userlm-medium-02-phi3-mini-85aafd-c07of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c07of12-1765197_41.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c07of12.out,6,1783862764,2823,0
slurm-userlm-medium-02-phi3-mini-85aafd-c08of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c08of12-1765198_47.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c08of12.err,6,1783862767,878,2
slurm-userlm-medium-02-phi3-mini-85aafd-c08of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c08of12-1765198_47.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c08of12.out,6,1783862732,2823,0
slurm-userlm-medium-02-phi3-mini-85aafd-c09of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c09of12-1765199_53.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c09of12.err,6,1783863050,878,2
slurm-userlm-medium-02-phi3-mini-85aafd-c09of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c09of12-1765199_53.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c09of12.out,6,1783863015,2778,0
slurm-userlm-medium-02-phi3-mini-85aafd-c10of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c10of12-1765200_59.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c10of12.err,6,1783863313,878,2
slurm-userlm-medium-02-phi3-mini-85aafd-c10of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c10of12-1765200_59.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c10of12.out,6,1783863344,2778,0
slurm-userlm-medium-02-phi3-mini-85aafd-c11of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c11of12-1765201_65.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c11of12.err,6,1783863342,877,2
slurm-userlm-medium-02-phi3-mini-85aafd-c11of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c11of12-1765201_65.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c11of12.out,6,1783863341,2778,0
slurm-userlm-medium-02-phi3-mini-85aafd-c12of12.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c12of12-1765202_71.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c12of12.err,6,1783863668,879,2
slurm-userlm-medium-02-phi3-mini-85aafd-c12of12.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c12of12-1765202_71.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c12of12.out,6,1783863699,2778,0
slurm-userlm-medium-02-phi3-mini-85aafd.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-1761559_0.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd.err,1,1783675067,170,1
slurm-userlm-medium-02-phi3-mini-85aafd.out,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-1761559_0.out,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd.out,1,1783675034,98,0
slurm-userlm-s-qwen05b.err,slurm/logs/slurm-userlm-s-qwen05b-1759086_82.err,results/general/slurm_log_samples/slurm-userlm-s-qwen05b.err,84,1783594623,179,1
slurm-userlm-s-qwen05b.out,slurm/logs/slurm-userlm-s-qwen05b-1759086_83.out,results/general/slurm_log_samples/slurm-userlm-s-qwen05b.out,84,1783594523,0,0
slurm-userlm-s-tinyllama.err,slurm/logs/slurm-userlm-s-tinyllama-1759085_83.err,results/general/slurm_log_samples/slurm-userlm-s-tinyllama.err,84,1783594653,179,1
slurm-userlm-s-tinyllama.out,slurm/logs/slurm-userlm-s-tinyllama-1759085_83.out,results/general/slurm_log_samples/slurm-userlm-s-tinyllama.out,84,1783594523,0,0
slurm-userlm-s1-llama1b.err,slurm/logs/slurm-userlm-s1-llama1b-1757777_1.err,results/general/slurm_log_samples/slurm-userlm-s1-llama1b.err,2,1783511250,160,2
slurm-userlm-s1-llama1b.out,slurm/logs/slurm-userlm-s1-llama1b-1757777_1.out,results/general/slurm_log_samples/slurm-userlm-s1-llama1b.out,2,1783511122,0,0
slurm-userlm-s2-qwen15b.err,slurm/logs/slurm-userlm-s2-qwen15b-1757783_82.err,results/general/slurm_log_samples/slurm-userlm-s2-qwen15b.err,86,1783513773,160,2
slurm-userlm-s2-qwen15b.out,slurm/logs/slurm-userlm-s2-qwen15b-1757783_83.out,results/general/slurm_log_samples/slurm-userlm-s2-qwen15b.out,86,1783513675,0,0
slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of04.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of04-1761703_20.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of04.err,21,1783680257,170,1
slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of04.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of04-1761703_20.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of04.out,21,1783680289,98,0
slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06-1763326_9.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.err,42,1783754752,14281,49
slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06-1763326_9.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.out,42,1783754752,3257,0
slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of04.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of04-1761704_41.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of04.err,21,1783680804,170,1
slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of04.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of04-1761704_41.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of04.out,21,1783680803,98,0
slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06-1763327_27.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.err,42,1783754753,15188,49
slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06-1763327_27.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.out,42,1783754753,3258,0
slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of04.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of04-1761705_62.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of04.err,21,1783680804,170,1
slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of04.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of04-1761705_62.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of04.out,21,1783680803,98,0
slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06-1763328_41.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.err,42,1783754753,15281,49
slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06-1763328_41.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.out,42,1783754753,3262,0
slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of04.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of04-1761706_83.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of04.err,21,1783680881,170,1
slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of04.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of04-1761706_83.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of04.out,21,1783680881,98,0
slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06-1763329_55.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.err,42,1783754753,16019,52
slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06-1763329_55.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.out,42,1783754753,3262,0
slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06-1763330_67.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.err,42,1783754754,15188,49
slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06-1763330_67.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.out,42,1783754754,3261,0
slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06-1763331_82.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.err,42,1783754754,10104,35
slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06-1763331_81.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.out,42,1783754754,3261,0
slurm-userlm-small-01-tinyllama-1-1b-a98099.err,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-1761557_0.err,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099.err,253,1783675034,170,1
slurm-userlm-small-01-tinyllama-1-1b-a98099.out,slurm/logs/slurm-userlm-small-01-tinyllama-1-1b-a98099-1761557_0.out,results/general/slurm_log_samples/slurm-userlm-small-01-tinyllama-1-1b-a98099.out,253,1783675067,98,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of04.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of04-1761699_20.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of04.err,21,1783679597,170,1
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of04.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of04-1761699_20.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of04.out,21,1783679564,98,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06-1763320_8.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.err,42,1783754754,10096,35
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06-1763320_8.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.out,42,1783754754,3219,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of04.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of04-1761700_41.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of04.err,21,1783680167,170,1
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of04.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of04-1761700_41.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of04.out,21,1783680199,98,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06-1763321_27.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.err,42,1783754755,15340,49
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06-1763321_26.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.out,42,1783754755,3220,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of04.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of04-1761701_62.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of04.err,21,1783680199,170,1
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of04.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of04-1761701_62.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of04.out,21,1783680166,98,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06-1763322_41.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.err,42,1783754756,15340,49
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06-1763322_41.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.out,42,1783754756,3269,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of04.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of04-1761702_83.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of04.err,21,1783680235,170,1
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of04.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of04-1761702_83.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of04.out,21,1783680202,98,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06-1763323_55.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.err,42,1783754756,15433,49
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06-1763323_55.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.out,42,1783754756,3269,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06-1763324_69.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.err,42,1783754757,16264,52
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06-1763324_68.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.out,42,1783754757,3223,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06-1763325_83.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.err,42,1783754757,15431,49
slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06-1763325_82.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.out,42,1783754757,3223,0
slurm-userlm-small-02-qwen2-5-0-5b-08a799.err,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-1761556_0.err,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799.err,253,1783675067,170,1
slurm-userlm-small-02-qwen2-5-0-5b-08a799.out,slurm/logs/slurm-userlm-small-02-qwen2-5-0-5b-08a799-1761556_0.out,results/general/slurm_log_samples/slurm-userlm-small-02-qwen2-5-0-5b-08a799.out,253,1783675034,98,0
slurm-userlm-small-03-smollm2-360m-d984db.err,slurm/logs/slurm-userlm-small-03-smollm2-360m-d984db-1758039_82.err,results/general/slurm_log_samples/slurm-userlm-small-03-smollm2-360m-d984db.err,84,1783522487,179,1
slurm-userlm-small-03-smollm2-360m-d984db.out,slurm/logs/slurm-userlm-small-03-smollm2-360m-d984db-1758039_83.out,results/general/slurm_log_samples/slurm-userlm-small-03-smollm2-360m-d984db.out,84,1783522388,0,0
slurm-userlm-small-04-smollm2-1-7b-e955dd.err,slurm/logs/slurm-userlm-small-04-smollm2-1-7b-e955dd-1758042_83.err,results/general/slurm_log_samples/slurm-userlm-small-04-smollm2-1-7b-e955dd.err,84,1783525073,179,1
slurm-userlm-small-04-smollm2-1-7b-e955dd.out,slurm/logs/slurm-userlm-small-04-smollm2-1-7b-e955dd-1758042_83.out,results/general/slurm_log_samples/slurm-userlm-small-04-smollm2-1-7b-e955dd.out,84,1783524941,0,0
